List	HELCOM area	OSPAR area	Division	Class	Order	Genus	Species	SFLAG	STAGE	Author	AphiaID	AphiaID_link	Trophy	Geometric_shape	FORMULA	SizeClassNo	Nonvalid_SIZCL	Not_accepted_name	Unit	SizeRange	Length(l1)µm	Length(l2)µm	Width(w)µm	Height(h)µm	Diameter(d1)µm	Diameter(d2)µm	No_of_cells/counting_unit	Calculated_volume_µm3	Comment	Filament_length_of_cell(µm)	Calculated_Carbon_pg/counting_unit	Comment_on_Carbon_calculation	Corrections/Additions - NOT IMPORTED, NOT handled by ICES	Synonyms - NOT IMPORTED, NOT handled by ICES	WORMS Rank	"Comment_on_colony_form
 "" - "" indicates solitary life form, i.e. does nor form colonies  - NOT IMPORTED, NOT handled by ICES"										
PEG_BVOL2023	x		CYANOPHYTA (CYANOBACTERIA)	Cyanophyceae	SYNECHOCOCCALES	Pseudanabaena	Pseudanabaena			Lauterborn 1915	177588	http://www.marinespecies.org/aphia.php?p=taxdetails&id=177588	AU	cylinder	?/4*d^2*h	1			filament	0.5x100				100	0,5		100	19,625000		1	4,681683	based on individual cell			Genus											
PEG_BVOL2023	x		CYANOPHYTA (CYANOBACTERIA)	Cyanophyceae	SYNECHOCOCCALES	Pseudanabaena	Pseudanabaena			Lauterborn 1915	177588	http://www.marinespecies.org/aphia.php?p=taxdetails&id=177588	AU	cylinder	?/4*d^2*h	2			filament	1.5x100				100	1,5		33,3	176,625000		3	34,461275	based on individual cell			Genus											
PEG_BVOL2023	x		CYANOPHYTA (CYANOBACTERIA)	Cyanophyceae	SYNECHOCOCCALES	Pseudanabaena	Pseudanabaena			Lauterborn 1915	177588	http://www.marinespecies.org/aphia.php?p=taxdetails&id=177588	AU	cylinder	?/4*d^2*h	3			filament	2x100				100	2		25	314,000000		4	58,122600	based on individual cell			Genus											
PEG_BVOL2023	x		CYANOPHYTA (CYANOBACTERIA)	Cyanophyceae	SYNECHOCOCCALES	Rhabdoderma	Rhabdoderma lineare			Schmidle & Lauterborn 1900	177447	http://www.marinespecies.org/aphia.php?p=taxdetails&id=177447	AU	cylinder	?/4*d^2*h	1			cell	1.5-3x4-10				7	2,8		1	43,080800			7,396840				Species	Irregular / filled with cells (cells also inside colony)										
PEG_BVOL2023	x		CYANOPHYTA (CYANOBACTERIA)	Cyanophyceae	SYNECHOCOCCALES	Rhabdoderma	Rhabdoderma lineare			Schmidle & Lauterborn 1900	177447	http://www.marinespecies.org/aphia.php?p=taxdetails&id=177447	AU	cylinder	?/4*d^2*h	3			colony	1.5-3x4-10				7	2,8		20	861,616000			147,936792	based on individual cell			Species	Irregular / filled with cells (cells also inside colony)										
PEG_BVOL2023	x		CYANOPHYTA (CYANOBACTERIA)	Cyanophyceae	SYNECHOCOCCALES	Rhabdoderma	Rhabdoderma			Schmidle & Lauterborn 1900	177434	http://www.marinespecies.org/aphia.php?p=taxdetails&id=177434	AU	cylinder	?/4*d^2*h	1			cell	1.5-3x4-10				8	1,6		1	16,076800			2,931401				Genus	Irregular / filled with cells (cells also inside colony)										
PEG_BVOL2023	x		CYANOPHYTA (CYANOBACTERIA)	Cyanophyceae	SYNECHOCOCCALES	Rhabdoderma	Rhabdoderma			Schmidle & Lauterborn 1900	177434	http://www.marinespecies.org/aphia.php?p=taxdetails&id=177434	AU	cylinder	?/4*d^2*h	2			colony	1.5-3x4-10				8	1,6		20	321,536000			58,628014	based on individual cell			Genus	Irregular / filled with cells (cells also inside colony)										
PEG_BVOL2023	x		CYANOPHYTA (CYANOBACTERIA)	Cyanophyceae	SYNECHOCOCCALES	Romeria	Romeria			Koczwara 1932	177595	http://www.marinespecies.org/aphia.php?p=taxdetails&id=177595	AU	cylinder	?/4*d^2*h	1			filament	0.5x100				100	0,5		50	19,625000		2	4,487859	based on individual cell			Genus	Free-living cells or trichomes with cells in row 										
PEG_BVOL2023	x		CYANOPHYTA (CYANOBACTERIA)	Cyanophyceae	SYNECHOCOCCALES	Romeria	Romeria			Koczwara 1932	177595	http://www.marinespecies.org/aphia.php?p=taxdetails&id=177595	AU	cylinder	?/4*d^2*h	2			filament	1x100				100	1		50	78,500000		2	16,495806	based on individual cell			Genus	Free-living cells or trichomes with cells in row 										
PEG_BVOL2023	x		CYANOPHYTA (CYANOBACTERIA)	Cyanophyceae	SYNECHOCOCCALES	Romeria	Romeria			Koczwara 1932	177595	http://www.marinespecies.org/aphia.php?p=taxdetails&id=177595	AU	cylinder	?/4*d^2*h	3			cell	1.3-1.6x3-9				6	1,45		1	9,902775			1,859814				Genus	Free-living cells or trichomes with cells in row 										
PEG_BVOL2023	x		CYANOPHYTA (CYANOBACTERIA)	Cyanophyceae	SYNECHOCOCCALES	Romeria	Romeria			Koczwara 1932	177595	http://www.marinespecies.org/aphia.php?p=taxdetails&id=177595	AU	cylinder	?/4*d^2*h	4			colony	1.3-1.6x3-9				6	1,45		10	99,027750			18,598139	based on individual cell			Genus	Free-living cells or trichomes with cells in row 										
PEG_BVOL2023	x		CYANOPHYTA (CYANOBACTERIA)	Cyanophyceae	SYNECHOCOCCALES	Romeria	Romeria			Koczwara 1932	177595	http://www.marinespecies.org/aphia.php?p=taxdetails&id=177595	AU	cylinder	?/4*d^2*h	5			cell	1x1-3				2	1		1	1,570000			0,329916				Genus	Free-living cells or trichomes with cells in row 										
PEG_BVOL2023	x		CYANOPHYTA (CYANOBACTERIA)	Cyanophyceae	SYNECHOCOCCALES	Romeria	Romeria			Koczwara 1932	177595	http://www.marinespecies.org/aphia.php?p=taxdetails&id=177595	AU	cylinder	?/4*d^2*h	6			colony	1x1-3				2	1		4	6,280000			1,319664	based on individual cell			Genus	Free-living cells or trichomes with cells in row 										
PEG_BVOL2023	x		CYANOPHYTA (CYANOBACTERIA)	Cyanophyceae	SYNECHOCOCCALES	Snowella	Snowella atomus			Komárek & Hindák 1988	177464	http://www.marinespecies.org/aphia.php?p=taxdetails&id=177464	AU	sphere	?/6*d^3	1			cell	 0.6-1.4					1		1	0,523333			0,117594				Species	Spherical / cells only on surface, in one layer										
PEG_BVOL2023	x		CYANOPHYTA (CYANOBACTERIA)	Cyanophyceae	SYNECHOCOCCALES	Snowella	Snowella atomus			Komárek & Hindák 1988	177464	http://www.marinespecies.org/aphia.php?p=taxdetails&id=177464	AU	sphere	?/6*d^3	2			colony	 0.6-1.4					1		10	5,233333			1,175944	based on individual cell			Species	Spherical / cells only on surface, in one layer										
PEG_BVOL2023	x		CYANOPHYTA (CYANOBACTERIA)	Cyanophyceae	SYNECHOCOCCALES	Snowella	Snowella atomus			Komárek & Hindák 1988	177464	http://www.marinespecies.org/aphia.php?p=taxdetails&id=177464	AU	sphere	?/6*d^3	3			colony	 0.6-1.4					1		20	10,466667			2,351888	based on individual cell			Species	Spherical / cells only on surface, in one layer										
PEG_BVOL2023	x		CYANOPHYTA (CYANOBACTERIA)	Cyanophyceae	SYNECHOCOCCALES	Snowella	Snowella atomus			Komárek & Hindák 1988	177464	http://www.marinespecies.org/aphia.php?p=taxdetails&id=177464	AU	sphere	?/6*d^3	4			colony	 0.6-1.4					1		50	26,166667			5,879720	based on individual cell			Species	Spherical / cells only on surface, in one layer										
PEG_BVOL2023	x		CYANOPHYTA (CYANOBACTERIA)	Cyanophyceae	SYNECHOCOCCALES	Snowella	Snowella fennica			Komárek & Komárková-Legnerová 1992	177465	http://www.marinespecies.org/aphia.php?p=taxdetails&id=177465	AU	rotational ellipsoid	?/6*d^2*l	1			cell	1.2-2.8x2.8-4.2	3				2		1	6,280000			1,212657				Species	Spherical / cells only on surface, in one layer										
PEG_BVOL2023	x		CYANOPHYTA (CYANOBACTERIA)	Cyanophyceae	SYNECHOCOCCALES	Snowella	Snowella fennica			Komárek & Komárková-Legnerová 1992	177465	http://www.marinespecies.org/aphia.php?p=taxdetails&id=177465	AU	rotational ellipsoid	?/6*d^2*l	2			colony	1.2-2.8x2.8-4.2	3				2		10	62,800000			12,126567	based on individual cell			Species	Spherical / cells only on surface, in one layer										
PEG_BVOL2023	x		CYANOPHYTA (CYANOBACTERIA)	Cyanophyceae	SYNECHOCOCCALES	Snowella	Snowella fennica			Komárek & Komárková-Legnerová 1992	177465	http://www.marinespecies.org/aphia.php?p=taxdetails&id=177465	AU	rotational ellipsoid	?/6*d^2*l	3			colony	1.2-2.8x2.8-4.2	3				2		20	125,600000			24,253133	based on individual cell			Species	Spherical / cells only on surface, in one layer										
PEG_BVOL2023	x		CYANOPHYTA (CYANOBACTERIA)	Cyanophyceae	SYNECHOCOCCALES	Snowella	Snowella fennica			Komárek & Komárková-Legnerová 1992	177465	http://www.marinespecies.org/aphia.php?p=taxdetails&id=177465	AU	rotational ellipsoid	?/6*d^2*l	4			colony	1.2-2.8x2.8-4.2	3				2		50	314,000000			60,632833	based on individual cell			Species	Spherical / cells only on surface, in one layer										
PEG_BVOL2023	x		CYANOPHYTA (CYANOBACTERIA)	Cyanophyceae	SYNECHOCOCCALES	Snowella	Snowella lacustris			(Chodat) Komárek & Hindák 1988 	146645	http://www.marinespecies.org/aphia.php?p=taxdetails&id=146645	AU	rotational ellipsoid	?/6*d^2*l	1			cell	1.5-3.5x2-4	3				2,5		1	9,812500			1,843889				Species	Spherical / cells only on surface, in one layer										
PEG_BVOL2023	x		CYANOPHYTA (CYANOBACTERIA)	Cyanophyceae	SYNECHOCOCCALES	Snowella	Snowella lacustris			(Chodat) Komárek & Hindák 1988 	146645	http://www.marinespecies.org/aphia.php?p=taxdetails&id=146645	AU	rotational ellipsoid	?/6*d^2*l	2			colony	1.5-3.5x2-4	3				2,5		10	98,125000			18,438894	based on individual cell			Species	Spherical / cells only on surface, in one layer										
PEG_BVOL2023	x		CYANOPHYTA (CYANOBACTERIA)	Cyanophyceae	SYNECHOCOCCALES	Snowella	Snowella lacustris			(Chodat) Komárek & Hindák 1988 	146645	http://www.marinespecies.org/aphia.php?p=taxdetails&id=146645	AU	rotational ellipsoid	?/6*d^2*l	3			colony	1.5-3.5x2-4	3				2,5		20	196,250000			36,877787	based on individual cell			Species	Spherical / cells only on surface, in one layer										
PEG_BVOL2023	x		CYANOPHYTA (CYANOBACTERIA)	Cyanophyceae	SYNECHOCOCCALES	Snowella	Snowella lacustris			(Chodat) Komárek & Hindák 1988 	146645	http://www.marinespecies.org/aphia.php?p=taxdetails&id=146645	AU	rotational ellipsoid	?/6*d^2*l	4			colony	1.5-3.5x2-4	3				2,5		50	490,625000			92,194469	based on individual cell			Species	Spherical / cells only on surface, in one layer										
PEG_BVOL2023	x		CYANOPHYTA (CYANOBACTERIA)	Cyanophyceae	SYNECHOCOCCALES	Snowella	Snowella litoralis			(Häyrén) Komárek & Hindák 1988	177473	http://www.marinespecies.org/aphia.php?p=taxdetails&id=177473	AU	sphere	?/6*d^3	1			cell	 2.4-4					3,2		1	17,148587			3,114542				Species	Spherical / cells only on surface, in one layer										
PEG_BVOL2023	x		CYANOPHYTA (CYANOBACTERIA)	Cyanophyceae	SYNECHOCOCCALES	Snowella	Snowella litoralis			(Häyrén) Komárek & Hindák 1988	177473	http://www.marinespecies.org/aphia.php?p=taxdetails&id=177473	AU	sphere	?/6*d^3	2			colony	 2.4-4					3,2		10	171,485867			31,145417	based on individual cell			Species	Spherical / cells only on surface, in one layer										
PEG_BVOL2023	x		CYANOPHYTA (CYANOBACTERIA)	Cyanophyceae	SYNECHOCOCCALES	Snowella	Snowella litoralis			(Häyrén) Komárek & Hindák 1988	177473	http://www.marinespecies.org/aphia.php?p=taxdetails&id=177473	AU	sphere	?/6*d^3	3			colony	 2.4-4					3,2		20	342,971733			62,290835	based on individual cell			Species	Spherical / cells only on surface, in one layer										
PEG_BVOL2023	x		CYANOPHYTA (CYANOBACTERIA)	Cyanophyceae	SYNECHOCOCCALES	Snowella	Snowella litoralis			(Häyrén) Komárek & Hindák 1988	177473	http://www.marinespecies.org/aphia.php?p=taxdetails&id=177473	AU	sphere	?/6*d^3	4			colony	 2.4-4					3,2		50	857,429333			155,727087	based on individual cell			Species	Spherical / cells only on surface, in one layer										
PEG_BVOL2023	x		CYANOPHYTA (CYANOBACTERIA)	Cyanophyceae	SYNECHOCOCCALES	Snowella	Snowella septentrionalis			Komárek & Hindák 1988	177480	http://www.marinespecies.org/aphia.php?p=taxdetails&id=177480	AU	sphere	?/6*d^3	1			cell	 1.2-3.4					2,3		1	6,367397			1,228497				Species	Spherical / cells only on surface, in one layer										
PEG_BVOL2023	x		CYANOPHYTA (CYANOBACTERIA)	Cyanophyceae	SYNECHOCOCCALES	Snowella	Snowella septentrionalis			Komárek & Hindák 1988	177480	http://www.marinespecies.org/aphia.php?p=taxdetails&id=177480	AU	sphere	?/6*d^3	2			colony	 1.2-3.4					2,3		10	63,673967			12,284967	based on individual cell			Species	Spherical / cells only on surface, in one layer										
PEG_BVOL2023	x		CYANOPHYTA (CYANOBACTERIA)	Cyanophyceae	SYNECHOCOCCALES	Snowella	Snowella septentrionalis			Komárek & Hindák 1988	177480	http://www.marinespecies.org/aphia.php?p=taxdetails&id=177480	AU	sphere	?/6*d^3	3			colony	 1.2-3.4					2,3		20	127,347933			24,569933	based on individual cell			Species	Spherical / cells only on surface, in one layer										
PEG_BVOL2023	x		CYANOPHYTA (CYANOBACTERIA)	Cyanophyceae	SYNECHOCOCCALES	Snowella	Snowella septentrionalis			Komárek & Hindák 1988	177480	http://www.marinespecies.org/aphia.php?p=taxdetails&id=177480	AU	sphere	?/6*d^3	4			colony	 1.2-3.4					2,3		50	318,369833			61,424833	based on individual cell			Species	Spherical / cells only on surface, in one layer										
PEG_BVOL2023	x		CYANOPHYTA (CYANOBACTERIA)	Cyanophyceae	SYNECHOCOCCALES	Snowella	Snowella			Elenkin 1938	146644	http://www.marinespecies.org/aphia.php?p=taxdetails&id=146644	AU	sphere	?/6*d^3	1			cell	 1-4					2,5		1	8,177083			1,553759				Genus	Spherical / cells only on surface, in one layer										
PEG_BVOL2023	x		CYANOPHYTA (CYANOBACTERIA)	Cyanophyceae	SYNECHOCOCCALES	Snowella	Snowella			Elenkin 1938	146644	http://www.marinespecies.org/aphia.php?p=taxdetails&id=146644	AU	sphere	?/6*d^3	2			colony	 1-4					2,5		10	81,770833			15,537590	based on individual cell			Genus	Spherical / cells only on surface, in one layer										
PEG_BVOL2023	x		CYANOPHYTA (CYANOBACTERIA)	Cyanophyceae	SYNECHOCOCCALES	Snowella	Snowella			Elenkin 1938	146644	http://www.marinespecies.org/aphia.php?p=taxdetails&id=146644	AU	sphere	?/6*d^3	3			colony	 1-4					2,5		20	163,541667			31,075181	based on individual cell			Genus	Spherical / cells only on surface, in one layer										
PEG_BVOL2023	x		CYANOPHYTA (CYANOBACTERIA)	Cyanophyceae	SYNECHOCOCCALES	Snowella	Snowella			Elenkin 1938	146644	http://www.marinespecies.org/aphia.php?p=taxdetails&id=146644	AU	sphere	?/6*d^3	4			colony	 1-4					2,5		50	408,854167			77,687952	based on individual cell			Genus	Spherical / cells only on surface, in one layer										
PEG_BVOL2023	x		CYANOPHYTA (CYANOBACTERIA)	Cyanophyceae	SYNECHOCOCCALES	Snowella	Snowella			Elenkin 1938	146644	http://www.marinespecies.org/aphia.php?p=taxdetails&id=146644	AU	sphere	?/6*d^3	5			colony	 1-4					2,5		100	817,708333			155,375905	based on individual cell			Genus	Spherical / cells only on surface, in one layer										
PEG_BVOL2023	x		CYANOPHYTA (CYANOBACTERIA)	Cyanophyceae	SYNECHOCOCCALES	Synechococcus	Synechococcus			Nägeli 1849	160572	http://www.marinespecies.org/aphia.php?p=taxdetails&id=160572	AU	sphere	?/6*d^3	1			cell	2					2		1	4,186667			0,828682				Genus	Cells solitary or grouped in clusters (without mucilage)										
PEG_BVOL2023	x		CYANOPHYTA (CYANOBACTERIA)	Cyanophyceae	SYNECHOCOCCALES	Synechococcus	Synechococcus			Nägeli 1849	160572	http://www.marinespecies.org/aphia.php?p=taxdetails&id=160572	AU	sphere	?/6*d^3	2			colony	2					2		10	41,866667			8,286825	based on individual cell			Genus	Cells solitary or grouped in clusters (without mucilage)										
PEG_BVOL2023	x		CYANOPHYTA (CYANOBACTERIA)	Cyanophyceae	SYNECHOCOCCALES	Synechococcus	Synechococcus			Nägeli 1849	160572	http://www.marinespecies.org/aphia.php?p=taxdetails&id=160572	AU	sphere	?/6*d^3	3			cell	3					3		1	14,130000			2,596792				Genus	Cells solitary or grouped in clusters (without mucilage)										
PEG_BVOL2023	x		CYANOPHYTA (CYANOBACTERIA)	Cyanophyceae	SYNECHOCOCCALES	Synechococcus	Synechococcus			Nägeli 1849	160572	http://www.marinespecies.org/aphia.php?p=taxdetails&id=160572	AU	sphere	?/6*d^3	4			colony	3					3		10	141,300000			25,967925	based on individual cell			Genus	Cells solitary or grouped in clusters (without mucilage)										
PEG_BVOL2023	x		CYANOPHYTA (CYANOBACTERIA)	Cyanophyceae	SYNECHOCOCCALES	Woronichinia	Woronichinia compacta			(Lemmermann) Komárek & Hindák 1988	177484	http://www.marinespecies.org/aphia.php?p=taxdetails&id=177484	AU	rotational ellipsoid	?/6*d^2*l	1			cell	1.5-3.4x3-5.6	4,5				2,5		1	14,718750			2,698265				Species	Spherical or irregular / cells only on surface, in one layer										
PEG_BVOL2023	x		CYANOPHYTA (CYANOBACTERIA)	Cyanophyceae	SYNECHOCOCCALES	Woronichinia	Woronichinia compacta			(Lemmermann) Komárek & Hindák 1988	177484	http://www.marinespecies.org/aphia.php?p=taxdetails&id=177484	AU	rotational ellipsoid	?/6*d^2*l	2			colony	1.5-3.4x3-5.6	4,5				2,5		10	147,187500			26,982647	based on individual cell			Species	Spherical or irregular / cells only on surface, in one layer										
PEG_BVOL2023	x		CYANOPHYTA (CYANOBACTERIA)	Cyanophyceae	SYNECHOCOCCALES	Woronichinia	Woronichinia compacta			(Lemmermann) Komárek & Hindák 1988	177484	http://www.marinespecies.org/aphia.php?p=taxdetails&id=177484	AU	rotational ellipsoid	?/6*d^2*l	3			colony	1.5-3.4x3-5.6	4,5				2,5		20	294,375000			53,965294	based on individual cell			Species	Spherical or irregular / cells only on surface, in one layer										
PEG_BVOL2023	x		CYANOPHYTA (CYANOBACTERIA)	Cyanophyceae	SYNECHOCOCCALES	Woronichinia	Woronichinia compacta			(Lemmermann) Komárek & Hindák 1988	177484	http://www.marinespecies.org/aphia.php?p=taxdetails&id=177484	AU	rotational ellipsoid	?/6*d^2*l	4			colony	1.5-3.4x3-5.6	4,5				2,5		50	735,937500			134,913235	based on individual cell			Species	Spherical or irregular / cells only on surface, in one layer										
PEG_BVOL2023	x		CYANOPHYTA (CYANOBACTERIA)	Cyanophyceae	SYNECHOCOCCALES	Woronichinia	Woronichinia elorantae			Komárek & Komárková-Legnerová 1992	177489	http://www.marinespecies.org/aphia.php?p=taxdetails&id=177489	AU	rotational ellipsoid	?/6*d^2*l	1			cell	1.6-2x2.5-3	2,8				1,8		1	4,747680			0,932545				Species	Spherical or irregular / cells only on surface, in one layer										
PEG_BVOL2023	x		CYANOPHYTA (CYANOBACTERIA)	Cyanophyceae	SYNECHOCOCCALES	Woronichinia	Woronichinia elorantae			Komárek & Komárková-Legnerová 1992	177489	http://www.marinespecies.org/aphia.php?p=taxdetails&id=177489	AU	rotational ellipsoid	?/6*d^2*l	2			colony	1.6-2x2.5-3	2,8				1,8		10	47,476800			9,325451	based on individual cell			Species	Spherical or irregular / cells only on surface, in one layer										
PEG_BVOL2023	x		CYANOPHYTA (CYANOBACTERIA)	Cyanophyceae	SYNECHOCOCCALES	Woronichinia	Woronichinia elorantae			Komárek & Komárková-Legnerová 1992	177489	http://www.marinespecies.org/aphia.php?p=taxdetails&id=177489	AU	rotational ellipsoid	?/6*d^2*l	3			colony	1.6-2x2.5-3	2,8				1,8		20	94,953600			18,650901	based on individual cell			Species	Spherical or irregular / cells only on surface, in one layer										
PEG_BVOL2023	x		CYANOPHYTA (CYANOBACTERIA)	Cyanophyceae	SYNECHOCOCCALES	Woronichinia	Woronichinia elorantae			Komárek & Komárková-Legnerová 1992	177489	http://www.marinespecies.org/aphia.php?p=taxdetails&id=177489	AU	rotational ellipsoid	?/6*d^2*l	4			colony	1.6-2x2.5-3	2,8				1,8		50	237,384000			46,627253	based on individual cell			Species	Spherical or irregular / cells only on surface, in one layer										
PEG_BVOL2023	x		CYANOPHYTA (CYANOBACTERIA)	Cyanophyceae	SYNECHOCOCCALES	Woronichinia	Woronichinia fusca			(Skuja) Komárek & Hindák 1988	177490	http://www.marinespecies.org/aphia.php?p=taxdetails&id=177490	AU	rotational ellipsoid	?/6*d^2*l	1			cell	2.5-4x3-5	4				3,25		1	22,110833			3,954012				Species	Spherical or irregular / cells only on surface, in one layer										
PEG_BVOL2023	x		CYANOPHYTA (CYANOBACTERIA)	Cyanophyceae	SYNECHOCOCCALES	Woronichinia	Woronichinia fusca			(Skuja) Komárek & Hindák 1988	177490	http://www.marinespecies.org/aphia.php?p=taxdetails&id=177490	AU	rotational ellipsoid	?/6*d^2*l	2			colony	2.5-4x3-5	4				3,25		10	221,108333			39,540117	based on individual cell			Species	Spherical or irregular / cells only on surface, in one layer										
PEG_BVOL2023	x		CYANOPHYTA (CYANOBACTERIA)	Cyanophyceae	SYNECHOCOCCALES	Woronichinia	Woronichinia fusca			(Skuja) Komárek & Hindák 1988	177490	http://www.marinespecies.org/aphia.php?p=taxdetails&id=177490	AU	rotational ellipsoid	?/6*d^2*l	3			colony	2.5-4x3-5	4				3,25		20	442,216667			79,080234	based on individual cell			Species	Spherical or irregular / cells only on surface, in one layer										
PEG_BVOL2023	x		CYANOPHYTA (CYANOBACTERIA)	Cyanophyceae	SYNECHOCOCCALES	Woronichinia	Woronichinia fusca			(Skuja) Komárek & Hindák 1988	177490	http://www.marinespecies.org/aphia.php?p=taxdetails&id=177490	AU	rotational ellipsoid	?/6*d^2*l	4			colony	2.5-4x3-5	4				3,25		50	1105,541667			197,700585	based on individual cell			Species	Spherical or irregular / cells only on surface, in one layer										
