scientific_name	AphiaID	Match type	ScientificName	Authority	status	AphiaID_accepted	ScientificName_accepted	Authority_accepted	Kingdom	Phylum	Class	Order	Family	Genus	Subgenus	Species	Subspecies
Closterium venus	608765	exact	Closterium venus	Kützing ex Ralfs, 1848	accepted	608765	Closterium venus	Kützing ex Ralfs, 1848	Plantae	Charophyta	Zygnematophyceae	Desmidiales	Closteriaceae	Closterium		venus	
Tovellia leopoliensis	577247	exact	Tovellia leopoliensis	(Woloszynska) Moestrup, K.Lindberg & Daugbjerg, 2005	accepted	577247	Tovellia leopoliensis	(Woloszynska) Moestrup, K.Lindberg & Daugbjerg, 2005	Chromista	Myzozoa	Dinophyceae	Tovelliales	Tovelliaceae	Tovellia		leopoliensis	
Hyalotheca dissiliens	609031	exact	Hyalotheca dissiliens	Brébisson ex Ralfs, 1848	accepted	609031	Hyalotheca dissiliens	Brébisson ex Ralfs, 1848	Plantae	Charophyta	Zygnematophyceae	Desmidiales	Desmidiaceae	Hyalotheca		dissiliens	
Micrasterias rotata	609062	exact	Micrasterias rotata	Ralfs, 1848	accepted	609062	Micrasterias rotata	Ralfs, 1848	Plantae	Charophyta	Zygnematophyceae	Desmidiales	Desmidiaceae	Micrasterias		rotata	
Eunotia bilunaris	172305	exact	Eunotia bilunaris	(Ehrenberg) Schaarschmidt, 1880	unassessed	978837	Synedra bilunaris var. bilunaris	Ehrenberg, 1832	Chromista	Bacillariophyta	Bacillariophyceae	Eunotiales	Eunotiaceae	Eunotia		bilunaris	
Synura sp.	178594	exact	Synura	Ehrenberg, 1834	accepted	178594	Synura	Ehrenberg, 1834	Chromista	Ochrophyta	Chrysophyceae	Synurales	Mallomonadaceae	Synura			
Prymnesium sp.	160563	exact	Prymnesium	Massart, 1920	accepted	160563	Prymnesium	Massart, 1920	Chromista	Haptophyta	Coccolithophyceae	Prymnesiales	Prymnesiaceae	Prymnesium			
Vacuolaria cf. virescens	375675	exact	Vacuolaria virescens	Cienkowski, 1870	accepted	375675	Vacuolaria virescens	Cienkowski, 1870	Chromista	Ochrophyta	Raphidophyceae	Chattonellales	Vacuolariaceae	Vacuolaria		virescens	
Euglena gracilis	163460	exact	Euglena gracilis	Klebs, 1883	accepted	163460	Euglena gracilis	Klebs, 1883	Protozoa	Euglenozoa	Euglenoidea	Euglenida	Euglenaceae	Euglena		gracilis	
Tribonema sp.	144302	exact	Tribonema	Derbès & Solier, 1851	accepted	144302	Tribonema	Derbès & Solier, 1851	Chromista	Ochrophyta	Xanthophyceae	Tribonematales	Tribonemataceae	Tribonema			
Euglena sp.	8012	exact	Euglena	Ehrenberg, 1830	accepted	8012	Euglena	Ehrenberg, 1830	Protozoa	Euglenozoa	Euglenoidea	Euglenida	Euglenaceae	Euglena			
Isochrysis	248124	exact	Isochrysis	Parke, 1949	accepted	248124	Isochrysis	Parke, 1949	Chromista	Haptophyta	Coccolithophyceae	Isochrysidales	Isochrysidaceae	Isochrysis			
Chrysochromulina sp.	115090	exact	Chrysochromulina	Lackey, 1939	accepted	115090	Chrysochromulina	Lackey, 1939	Chromista	Haptophyta	Coccolithophyceae	Prymnesiales	Chrysochromulinaceae	Chrysochromulina			
Prochlorothrix scandica																	
Microchloropsis salina	1359175	exact	Microchloropsis salina	(D.J.Hibbard) M.W.Fawley, I.Jameson & K.P.Fawley, 2015	accepted	1359175	Microchloropsis salina	(D.J.Hibbard) M.W.Fawley, I.Jameson & K.P.Fawley, 2015	Chromista	Ochrophyta	Eustigmatophyceae	Eustigmatales	Monodopsidaceae	Microchloropsis		salina	
Nannochloropsis oceanica	376043	exact	Nannochloropsis oceanica	Suda & Miyashita, 2002	accepted	376043	Nannochloropsis oceanica	Suda & Miyashita, 2002	Chromista	Ochrophyta	Eustigmatophyceae	Eustigmatales	Monodopsidaceae	Nannochloropsis		oceanica	
Cryptomonas pyrenoidifera	572022	exact	Cryptomonas pyrenoidifera	Geitler, 1922	accepted	572022	Cryptomonas pyrenoidifera	Geitler, 1922	Chromista	Cryptophyta	Cryptophyceae	Cryptomonadales	Cryptomonadaceae	Cryptomonas		pyrenoidifera	
Unidentified, marine flagellate																	
Chrysotila carterae	837255	exact	Chrysotila carterae	(Braarud & Fagerland) Andersen, Kim, Tittley & Yoon, 2014	accepted	837255	Chrysotila carterae	(Braarud & Fagerland) Andersen, Kim, Tittley & Yoon, 2014	Chromista	Haptophyta	Coccolithophyceae	Isochrysidales	Isochrysidaceae	Chrysotila		carterae	
Tetraselmis subcordiformis	495338	exact	Tetraselmis subcordiformis	(Wille) Butcher, 1959	accepted	495338	Tetraselmis subcordiformis	(Wille) Butcher, 1959	Plantae	Chlorophyta	Chlorodendrophyceae	Chlorodendrales	Chlorodendraceae	Tetraselmis		subcordiformis	
Chromulina sp.	249689	exact	Chromulina	Cienkowsky, 1870	accepted	249689	Chromulina	Cienkowsky, 1870	Chromista	Ochrophyta	Chrysophyceae	Chromulinales	Chromulinaceae	Chromulina			
Dinobryon cf. sertularia	157252	exact	Dinobryon sertularia	Ehrenberg, 1834	accepted	157252	Dinobryon sertularia	Ehrenberg, 1834	Chromista	Ochrophyta	Chrysophyceae	Chromulinales	Dinobryaceae	Dinobryon		sertularia	
Prochlorothrix hollandica	616813	exact	Prochlorothrix hollandica	Burger-Wiersma, Stal & Mur, 1989	accepted	616813	Prochlorothrix hollandica	Burger-Wiersma, Stal & Mur, 1989	Bacteria	Cyanobacteria	Cyanophyceae	Prochlorotrichales	Prochlorotrichaceae	Prochlorothrix		hollandica	
Ochromonas minima	573921	exact	Ochromonas minima	Throndsen, 1969	accepted	573921	Ochromonas minima	Throndsen, 1969	Chromista	Ochrophyta	Chrysophyceae	Ochromonadales	Ochromonadaceae	Ochromonas		minima	
Rhodomonas lacustris	248151	exact	Rhodomonas lacustris	Pascher & Ruttner, 1913	accepted	248151	Rhodomonas lacustris	Pascher & Ruttner, 1913	Chromista	Cryptophyta	Cryptophyceae	Pyrenomonadales	Pyrenomonadaceae	Rhodomonas		lacustris	
Unidentified chrysophycean																	
Skeletonema pseudocostatum	375916	exact	Skeletonema pseudocostatum	L.K.Medlin, 1991	unassessed	375916	Skeletonema pseudocostatum	L.K.Medlin, 1991	Chromista	Bacillariophyta	Bacillariophyceae	Thalassiosirales	Skeletonemaceae	Skeletonema		pseudocostatum	
Synedra rumpens var. familiaris	172389	exact	Synedra rumpens var. familiaris	(Kützing) Grunow, 1881	unaccepted	985554	Synedra familiaris f. familiaris	Kützing, 1844	Chromista	Bacillariophyta	Bacillariophyceae	Fragilariales	Fragilariaceae	Synedra		rumpens	
Nitzschia closterium	149610	exact	Nitzschia closterium	(Ehrenberg) W.Smith, 1853	unassessed	149610	Nitzschia closterium	(Ehrenberg) W.Smith, 1853	Chromista	Bacillariophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Nitzschia		closterium	
Asterionella formosa	148954	exact	Asterionella formosa	Hassall, 1850	accepted	148954	Asterionella formosa	Hassall, 1850	Chromista	Bacillariophyta	Bacillariophyceae	Fragilariales	Fragilariaceae	Asterionella		formosa	
Unidentified pennales																	
Skeletonema dohrnii	489112	exact	Skeletonema dohrnii	Sarno & Kooistra, 2005	unassessed	489112	Skeletonema dohrnii	Sarno & Kooistra, 2005	Chromista	Bacillariophyta	Bacillariophyceae	Thalassiosirales	Skeletonemaceae	Skeletonema		dohrnii	
Chaetoceros gracile	664401	exact	Chaetoceros gracile	Apstein, 1909	unaccepted	149297	Chaetoceros ceratosporus	Ostenfeld, 1910	Chromista	Bacillariophyta	Bacillariophyceae	Chaetocerotanae incertae sedis	Chaetocerotaceae	Chaetoceros		gracile	
Navicula pelliculosa	149428	exact	Navicula pelliculosa	(Kützing) Hilse, 1863	unassessed	695407	Synedra minutissima var. pelliculosa	Kützing, 1849	Chromista	Bacillariophyta	Bacillariophyceae	Naviculales	Naviculaceae	Navicula		pelliculosa	
Achnantes sp.	149191	phonetic	Achnanthes	Bory, 1822	accepted	149191	Achnanthes	Bory, 1822	Chromista	Bacillariophyta	Bacillariophyceae	Achnanthales	Achnanthaceae	Achnanthes			
Amphora coffaeiformis	624909	match_quarantine	Amphora coffaeiformis	(C.Agardh) Kützing	accepted	624909	Amphora coffaeiformis	(C.Agardh) Kützing	Chromista	Bacillariophyta	Bacillariophyceae	Thalassiophysales	Catenulaceae	Amphora		coffaeiformis	
Attheya septentrionalis	162823	exact	Attheya septentrionalis	(Østrup) R.M.Crawford, 1994	unassessed	962003	Chaetoceros septentrionalis	Cleve, 1896	Chromista	Bacillariophyta	Bacillariophyceae	Chaetocerotanae incertae sedis	Attheyaceae	Attheya		septentrionalis	
Unident. diatom																	
Cyclotella sp.	148905	exact	Cyclotella	(F.T. Kützing) A. de Brébisson, 1838	accepted	148905	Cyclotella	(F.T. Kützing) A. de Brébisson, 1838	Chromista	Bacillariophyta	Bacillariophyceae	Thalassiosirales	Stephanodiscaceae	Cyclotella			
Cyclotella cf. glomerata	149260	exact	Cyclotella glomerata	H.Bachmann, 1911	unassessed	149260	Cyclotella glomerata	H.Bachmann, 1911	Chromista	Bacillariophyta	Bacillariophyceae	Thalassiosirales	Stephanodiscaceae	Cyclotella		glomerata	
Raphidocelis subcapitata	610914	exact	Raphidocelis subcapitata	(Korshikov) Nygaard, Komárek, J.Kristiansen & O.M.Skulberg, 1987	accepted	610914	Raphidocelis subcapitata	(Korshikov) Nygaard, Komárek, J.Kristiansen & O.M.Skulberg, 1987	Plantae	Chlorophyta	Chlorophyceae	Sphaeropleales	Selenastraceae	Raphidocelis		subcapitata	
Stichococcus bacillaris	145715	exact	Stichococcus bacillaris	Nägeli, 1849	accepted	145715	Stichococcus bacillaris	Nägeli, 1849	Plantae	Charophyta	Klebsormidiophyceae	Klebsormidiales	Stichococcaceae	Stichococcus		bacillaris	
Monoraphidium contortum	160591	exact	Monoraphidium contortum	(Thuret) Komárková-Legnerová, 1969	accepted	160591	Monoraphidium contortum	(Thuret) Komárková-Legnerová, 1969	Plantae	Chlorophyta	Chlorophyceae	Sphaeropleales	Selenastraceae	Monoraphidium		contortum	
Monoraphidium griffithii	248134	exact	Monoraphidium griffithii	(Berkeley) Komárková-Legnerová, 1969	accepted	248134	Monoraphidium griffithii	(Berkeley) Komárková-Legnerová, 1969	Plantae	Chlorophyta	Chlorophyceae	Sphaeropleales	Selenastraceae	Monoraphidium		griffithii	
Chlorella sp.	160576	exact	Chlorella	M.Beijerinck, 1890	accepted	160576	Chlorella	M.Beijerinck, 1890	Plantae	Chlorophyta	Trebouxiophyceae	Chlorellales	Chlorellaceae	Chlorella			
Coelastrum microporum	163975	exact	Coelastrum microporum	Nägeli, 1855	accepted	163975	Coelastrum microporum	Nägeli, 1855	Plantae	Chlorophyta	Chlorophyceae	Sphaeropleales	Scenedesmaceae	Coelastrum		microporum	
Mychonastes homosphaera	662423	exact	Mychonastes homosphaera	(Skuja) Kalina & Puncochárová, 1987	accepted	662423	Mychonastes homosphaera	(Skuja) Kalina & Puncochárová, 1987	Plantae	Chlorophyta	Chlorophyceae	Sphaeropleales	Mychonastaceae	Mychonastes		homosphaera	
Graesiella emersonii	837180	exact	Graesiella emersonii	(Shihara & R.W.Krauss) H.Nozaki, M.Katagiri, M.Nakagawa, K.Aizawa & M.M.Watanabe, 1995	accepted	837180	Graesiella emersonii	(Shihara & R.W.Krauss) H.Nozaki, M.Katagiri, M.Nakagawa, K.Aizawa & M.M.Watanabe, 1995	Plantae	Chlorophyta	Chlorophyceae	Chlamydomonadales	Chlamydomonadales incertae sedis	Graesiella		emersonii	
Pseudococcomyxa chodatii	1379956	exact	Pseudococcomyxa chodatii	(Jaag) Kostikov, Darienko & Hoffmann, 2002	accepted	1379956	Pseudococcomyxa chodatii	(Jaag) Kostikov, Darienko & Hoffmann, 2002	Plantae	Chlorophyta	Trebouxiophyceae	Chlorellales	Oocystaceae	Pseudococcomyxa		chodatii	
Scenedesmus sp.	160602	exact	Scenedesmus	Meyen, 1829	accepted	160602	Scenedesmus	Meyen, 1829	Plantae	Chlorophyta	Chlorophyceae	Sphaeropleales	Scenedesmaceae	Scenedesmus			
Koliella longiseta	248126	exact	Koliella longiseta	(Vischer) Hindák, 1963	accepted	248126	Koliella longiseta	(Vischer) Hindák, 1963	Plantae	Chlorophyta	Trebouxiophyceae	Prasiolales	Koliellaceae	Koliella		longiseta	
Unidentified colonies																	
Oocystis sp. (?)	178611	exact	Oocystis	Nägeli ex A.Braun, 1855	accepted	178611	Oocystis	Nägeli ex A.Braun, 1855	Plantae	Chlorophyta	Trebouxiophyceae	Chlorellales	Oocystaceae	Oocystis			
Myrmecia biatorellae	617049	exact	Myrmecia biatorellae	J.B.Petersen, 1956	accepted	617049	Myrmecia biatorellae	J.B.Petersen, 1956	Plantae	Chlorophyta	Trebouxiophyceae	Trebouxiales	Trebouxiaceae	Myrmecia		biatorellae	
cf. Chlamydomonas sp.																	
Spondylosium secedens	609112	exact	Spondylosium secedens	(de Bary) W.Archer, 1861	accepted	609112	Spondylosium secedens	(de Bary) W.Archer, 1861	Plantae	Charophyta	Zygnematophyceae	Desmidiales	Desmidiaceae	Spondylosium		secedens	
Chloroidium saccharophilum	623865	exact	Chloroidium saccharophilum	(W.Krüger) Darienko, Gustavs, Mudimu, Menendez, Schumann, Karsten, Friedl & Proschold, 2010	accepted	623865	Chloroidium saccharophilum	(W.Krüger) Darienko, Gustavs, Mudimu, Menendez, Schumann, Karsten, Friedl & Proschold, 2010	Plantae	Chlorophyta	Trebouxiophyceae	Watanabeales	Watanabeaceae	Chloroidium		saccharophilum	
Eudorina elegans	390665	exact	Eudorina elegans	Ehrenberg, 1832	accepted	390665	Eudorina elegans	Ehrenberg, 1832	Plantae	Chlorophyta	Chlorophyceae	Chlamydomonadales	Volvocaceae	Eudorina		elegans	
Apatococcus lobatus	610953	exact	Apatococcus lobatus	(Chodat) J.B.Petersen, 1928	accepted	610953	Apatococcus lobatus	(Chodat) J.B.Petersen, 1928	Plantae	Chlorophyta	Trebouxiophyceae	Chlorellales	Chlorellaceae	Apatococcus		lobatus	
Botryococcus braunii	248104	exact	Botryococcus braunii	Kützing, 1849	accepted	248104	Botryococcus braunii	Kützing, 1849	Plantae	Chlorophyta	Trebouxiophyceae	Trebouxiales	Botryococcaceae	Botryococcus		braunii	
Closterium sp.	162725	exact	Closterium	Nitzsch ex Ralfs, 1848	accepted	162725	Closterium	Nitzsch ex Ralfs, 1848	Plantae	Charophyta	Zygnematophyceae	Desmidiales	Closteriaceae	Closterium			
Unidentified green alga																	
Chloromonas sp.	600769	exact	Chloromonas	Gobi, 1899-1900	accepted	600769	Chloromonas	Gobi, 1899-1900	Plantae	Chlorophyta	Chlorophyceae	Chlamydomonadales	Chlamydomonadaceae	Chloromonas			
Chlamydomonas noctigama	577291	exact	Chlamydomonas noctigama	Korschikov, 1927	accepted	577291	Chlamydomonas noctigama	Korschikov, 1927	Plantae	Chlorophyta	Chlorophyceae	Chlamydomonadales	Chlamydomonadaceae	Chlamydomonas		noctigama	
cf. Messastrum gracile																	
Chlamydomonas vectensis	655149	exact	Chlamydomonas vectensis	R.W.Butcher, 1959	accepted	655149	Chlamydomonas vectensis	R.W.Butcher, 1959	Plantae	Chlorophyta	Chlorophyceae	Chlamydomonadales	Chlamydomonadaceae	Chlamydomonas		vectensis	
Chlorella sorokiniana	614413	exact	Chlorella sorokiniana	Shihira & R.W.Krauss, 1965	accepted	614413	Chlorella sorokiniana	Shihira & R.W.Krauss, 1965	Plantae	Chlorophyta	Trebouxiophyceae	Chlorellales	Chlorellaceae	Chlorella		sorokiniana	
Hydrodictyon reticulatum	381000	exact	Hydrodictyon reticulatum	(Linnaeus) Bory de Saint-Vincent, 1824	accepted	381000	Hydrodictyon reticulatum	(Linnaeus) Bory de Saint-Vincent, 1824	Plantae	Chlorophyta	Chlorophyceae	Sphaeropleales	Hydrodictyaceae	Hydrodictyon		reticulatum	
Vitreochlamys fluviatilis	637365	exact	Vitreochlamys fluviatilis	(Stein) Batko, 1970	accepted	637365	Vitreochlamys fluviatilis	(Stein) Batko, 1970	Plantae	Chlorophyta	Chlorophyceae	Chlamydomonadales	Chlamydomonadaceae	Vitreochlamys		fluviatilis	
Selenastrum bibraianum	577758	exact	Selenastrum bibraianum	Reinsch, 1866	accepted	577758	Selenastrum bibraianum	Reinsch, 1866	Plantae	Chlorophyta	Chlorophyceae	Sphaeropleales	Selenastraceae	Selenastrum		bibraianum	
Tetradesmus cf. dimorphus	1369784	exact	Tetradesmus dimorphus	(Turpin) M.J.Wynne, 2016	accepted	1369784	Tetradesmus dimorphus	(Turpin) M.J.Wynne, 2016	Plantae	Chlorophyta	Chlorophyceae	Sphaeropleales	Scenedesmaceae	Tetradesmus		dimorphus	
Staurastrum cf. boreale	611264	exact	Staurastrum boreale	West & G.S.West, 1905	accepted	611264	Staurastrum boreale	West & G.S.West, 1905	Plantae	Charophyta	Zygnematophyceae	Desmidiales	Desmidiaceae	Staurastrum		boreale	
Cosmarium sp.	478557	exact	Cosmarium	Corda ex Ralfs, 1848	accepted	478557	Cosmarium	Corda ex Ralfs, 1848	Plantae	Charophyta	Zygnematophyceae	Desmidiales	Desmidiaceae	Cosmarium			
Nephrochlamys rostrata	572053	exact	Nephrochlamys rostrata	Nygaard, Komárek, J.Kristiansen & O.M.Skulberg, 1986	accepted	572053	Nephrochlamys rostrata	Nygaard, Komárek, J.Kristiansen & O.M.Skulberg, 1986	Plantae	Chlorophyta	Trebouxiophyceae	Chlorellales	Oocystaceae	Nephrochlamys		rostrata	
Chlamydomonas rapa	614409	exact	Chlamydomonas rapa	Ettl, 1965	accepted	614409	Chlamydomonas rapa	Ettl, 1965	Plantae	Chlorophyta	Chlorophyceae	Chlamydomonadales	Chlamydomonadaceae	Chlamydomonas		rapa	
Tetracystis sp.(?)	600782	exact	Tetracystis	R.M.Brown, Jr & Bold, 1964	accepted	600782	Tetracystis	R.M.Brown, Jr & Bold, 1964	Plantae	Chlorophyta	Chlorophyceae	Chlamydomonadales	Chlorococcaceae	Tetracystis			
Chlamydomonas obesa	614404	exact	Chlamydomonas obesa	Ettl, 1965	accepted	614404	Chlamydomonas obesa	Ettl, 1965	Plantae	Chlorophyta	Chlorophyceae	Chlamydomonadales	Chlamydomonadaceae	Chlamydomonas		obesa	
Chlorella ovalis	616298	exact	Chlorella ovalis	Butcher, 1952	unaccepted	623865	Chloroidium saccharophilum	(W.Krüger) Darienko, Gustavs, Mudimu, Menendez, Schumann, Karsten, Friedl & Proschold, 2010	Plantae	Chlorophyta	Trebouxiophyceae	Chlorellales	Chlorellaceae	Chlorella		ovalis	
Monoraphidium convolutum	160592	exact	Monoraphidium convolutum	(Corda) Komárková-Legnerová, 1969	accepted	160592	Monoraphidium convolutum	(Corda) Komárková-Legnerová, 1969	Plantae	Chlorophyta	Chlorophyceae	Sphaeropleales	Selenastraceae	Monoraphidium		convolutum	
Euastrum sp.	577667	exact	Euastrum	Ehrenberg ex Ralfs, 1848	accepted	577667	Euastrum	Ehrenberg ex Ralfs, 1848	Plantae	Charophyta	Zygnematophyceae	Desmidiales	Desmidiaceae	Euastrum			
Crucigenia tetrapedia	178619	exact	Crucigenia tetrapedia	(Kirchner) Kuntze, 1898	accepted	178619	Crucigenia tetrapedia	(Kirchner) Kuntze, 1898	Plantae	Chlorophyta	Trebouxiophyceae	Trebouxiophyceae ordo incertae sedis	Trebouxiophyceae incertae sedis	Crucigenia		tetrapedia	
Sphaerozosma sp.	577678	exact	Sphaerozosma	Corda ex Ralfs, 1848	accepted	577678	Sphaerozosma	Corda ex Ralfs, 1848	Plantae	Charophyta	Zygnematophyceae	Desmidiales	Desmidiaceae	Sphaerozosma			
Staurastrum gracile	509596	exact	Staurastrum gracile	Ralfs ex Ralfs, 1848	accepted	509596	Staurastrum gracile	Ralfs ex Ralfs, 1848	Plantae	Charophyta	Zygnematophyceae	Desmidiales	Desmidiaceae	Staurastrum		gracile	
Pseudokirchneriella van-goori var. decussata																	
Raphidocelis inclinata var. serialis	672243	exact	Raphidocelis inclinata var. serialis	G.Nygaard, J.Komárek, J.Kristiansen & O.M.Skulberg	accepted	672243	Raphidocelis inclinata var. serialis	G.Nygaard, J.Komárek, J.Kristiansen & O.M.Skulberg	Plantae	Chlorophyta	Chlorophyceae	Sphaeropleales	Selenastraceae	Raphidocelis		inclinata	
Dictyosphaerium pulchellum var. minutum	673705	exact	Dictyosphaerium pulchellum var. minutum	Deflandre, 1927	uncertain				Plantae	Chlorophyta	Trebouxiophyceae	Chlorellales	Chlorellaceae	Dictyosphaerium		pulchellum	
Pediastrum duplex	164061	exact	Pediastrum duplex	Meyen, 1829	accepted	164061	Pediastrum duplex	Meyen, 1829	Plantae	Chlorophyta	Chlorophyceae	Sphaeropleales	Hydrodictyaceae	Pediastrum		duplex	
Chloromonas rosae	627716	exact	Chloromonas rosae	H.Ettl, 1963	accepted	627716	Chloromonas rosae	H.Ettl, 1963	Plantae	Chlorophyta	Chlorophyceae	Chlamydomonadales	Chlamydomonadaceae	Chloromonas		rosae	
Chlamydomonas pulsatilla	428608	exact	Chlamydomonas pulsatilla	H.W.Wollenweber, 1926	accepted	428608	Chlamydomonas pulsatilla	H.W.Wollenweber, 1926	Plantae	Chlorophyta	Chlorophyceae	Chlamydomonadales	Chlamydomonadaceae	Chlamydomonas		pulsatilla	
Monoraphidium lunare	657578	exact	Monoraphidium lunare	G.Nygaard, J.Komárek, J.Kristiansen & O.M.Skulberg, 1986	accepted	657578	Monoraphidium lunare	G.Nygaard, J.Komárek, J.Kristiansen & O.M.Skulberg, 1986	Plantae	Chlorophyta	Chlorophyceae	Sphaeropleales	Selenastraceae	Monoraphidium		lunare	
Pseudokirchneriella inclinata	627310	match_quarantine	Pseudokirchneriella inclinata	(G.Nygaard, J.Komárek, J.Kristiansen & O.M.Skulberg) F.Hindák	accepted	627310	Pseudokirchneriella inclinata	(G.Nygaard, J.Komárek, J.Kristiansen & O.M.Skulberg) F.Hindák	Plantae	Chlorophyta	Chlorophyceae	Sphaeropleales	Selenastraceae	Pseudokirchneriella		inclinata	
Pseudokirchneriella van-goori	627321	match_quarantine	Pseudokirchneriella van-goorii	(G.Nygaard, J.Komárek, J.Kristiansen & O.M.Skulberg) F.Hindák	accepted	627321	Pseudokirchneriella van-goorii	(G.Nygaard, J.Komárek, J.Kristiansen & O.M.Skulberg) F.Hindák	Plantae	Chlorophyta	Chlorophyceae	Sphaeropleales	Selenastraceae	Pseudokirchneriella		van-goorii	
Pseudokirchneriella valida	627320	match_quarantine	Pseudokirchneriella valida	(G.Nygaard, J.Komárek, J.Kristiansen & O.M.Skulberg) F.Hindák	accepted	627320	Pseudokirchneriella valida	(G.Nygaard, J.Komárek, J.Kristiansen & O.M.Skulberg) F.Hindák	Plantae	Chlorophyta	Chlorophyceae	Sphaeropleales	Selenastraceae	Pseudokirchneriella		valida	
Desmodesmus subspicatus	612515	exact	Desmodesmus subspicatus	(Chodat) E.Hegewald & A.Schmidt, 2000	accepted	612515	Desmodesmus subspicatus	(Chodat) E.Hegewald & A.Schmidt, 2000	Plantae	Chlorophyta	Chlorophyceae	Sphaeropleales	Scenedesmaceae	Desmodesmus		subspicatus	
Pseudokirchneriella sp.	578372	exact	Pseudokirchneriella	F.Hindák, 1990	unaccepted	163110	Raphidocelis	Hindák, 1977	Plantae	Chlorophyta	Chlorophyceae	Sphaeropleales	Selenastraceae	Pseudokirchneriella			
Monoraphidium dübowskii	622807	phonetic	Monoraphidium dybowskii	(Woloszynska) Hindák & Komárkova Legnerová, 1969	accepted	622807	Monoraphidium dybowskii	(Woloszynska) Hindák & Komárkova Legnerová, 1969	Plantae	Chlorophyta	Chlorophyceae	Sphaeropleales	Selenastraceae	Monoraphidium		dybowskii	
Koliella sp.	160588	exact	Koliella	Hindák, 1963	accepted	160588	Koliella	Hindák, 1963	Plantae	Chlorophyta	Trebouxiophyceae	Prasiolales	Koliellaceae	Koliella			
Oocystis asymmetrica	608599	exact	Oocystis asymmetrica	West & G.S.West, 1894	uncertain				Plantae	Chlorophyta	Trebouxiophyceae	Chlorellales	Oocystaceae	Oocystis		asymmetrica	
Monoraphidium cf. minutum	163101	exact	Monoraphidium minutum	(Nägeli) Komárková-legnerová, 1969	accepted	163101	Monoraphidium minutum	(Nägeli) Komárková-legnerová, 1969	Plantae	Chlorophyta	Chlorophyceae	Sphaeropleales	Selenastraceae	Monoraphidium		minutum	
Sphaerocystis schroeteri	248170	exact	Sphaerocystis schroeteri	Chodat, 1897	accepted	248170	Sphaerocystis schroeteri	Chodat, 1897	Plantae	Chlorophyta	Chlorophyceae	Tetrasporales	Sphaerocystidaceae	Sphaerocystis		schroeteri	
Klebsormidium flaccidum	608215	exact	Klebsormidium flaccidum	(Kützing) P.C.Silva, K.R.Mattox & W.H.Blackwell, 1972	accepted	608215	Klebsormidium flaccidum	(Kützing) P.C.Silva, K.R.Mattox & W.H.Blackwell, 1972	Plantae	Charophyta	Klebsormidiophyceae	Klebsormidiales	Klebsormidiaceae	Klebsormidium		flaccidum	
Botryococcus cf. braunii	248104	exact	Botryococcus braunii	Kützing, 1849	accepted	248104	Botryococcus braunii	Kützing, 1849	Plantae	Chlorophyta	Trebouxiophyceae	Trebouxiales	Botryococcaceae	Botryococcus		braunii	
Choricystis cf. coccoides	625389	exact	Choricystis coccoides	(Rodhe & Skuja) Fott, 1967	accepted	625389	Choricystis coccoides	(Rodhe & Skuja) Fott, 1967	Plantae	Chlorophyta	Trebouxiophyceae	Trebouxiophyceae ordo incertae sedis	Coccomyxaceae	Choricystis		coccoides	
Choricystis cf. parasitica	837008	exact	Choricystis parasitica	(K.Brandt) Pröschold & Darienko, 2011	accepted	837008	Choricystis parasitica	(K.Brandt) Pröschold & Darienko, 2011	Plantae	Chlorophyta	Trebouxiophyceae	Trebouxiophyceae ordo incertae sedis	Coccomyxaceae	Choricystis		parasitica	
Staurastrum pingue	609209	exact	Staurastrum pingue	Teiling, 1942	accepted	609209	Staurastrum pingue	Teiling, 1942	Plantae	Charophyta	Zygnematophyceae	Desmidiales	Desmidiaceae	Staurastrum		pingue	
Tetradesmus obtusus																	
Desmodesmus spinosus	612514	exact	Desmodesmus spinosus	(Chodat) E.Hegewald, 2000	accepted	612514	Desmodesmus spinosus	(Chodat) E.Hegewald, 2000	Plantae	Chlorophyta	Chlorophyceae	Sphaeropleales	Scenedesmaceae	Desmodesmus		spinosus	
Planktothrix cf. prolifica	572062	exact	Planktothrix prolifica	(Gomont) Anagnostidis & Komárek, 1988	accepted	572062	Planktothrix prolifica	(Gomont) Anagnostidis & Komárek, 1988	Bacteria	Cyanobacteria	Cyanophyceae	Oscillatoriales	Microcoleaceae	Planktothrix		prolifica	
Planktothrix mougeotii	177583	exact	Planktothrix mougeotii	Anagnostidis & Komárek, 1988	accepted	177583	Planktothrix mougeotii	Anagnostidis & Komárek, 1988	Bacteria	Cyanobacteria	Cyanophyceae	Oscillatoriales	Microcoleaceae	Planktothrix		mougeotii	
Tychonema sp.	177614	exact	Tychonema	Anagnostidis & Komárek, 1988	accepted	177614	Tychonema	Anagnostidis & Komárek, 1988	Bacteria	Cyanobacteria	Cyanophyceae	Oscillatoriales	Microcoleaceae	Tychonema			
Aphanizomenon gracile	248100	exact	Aphanizomenon gracile	Lemmermann, 1907	accepted	248100	Aphanizomenon gracile	Lemmermann, 1907	Bacteria	Cyanobacteria	Cyanophyceae	Nostocales	Aphanizomenonaceae	Aphanizomenon		gracile	
Pseudanabaena redekei	836849	exact	Pseudanabaena redekei	(Goor) B.A.Whitton, 2011	unaccepted	177508	Limnothrix redekei	(Goor) Meffert, 1988	Bacteria	Cyanobacteria	Cyanophyceae	Pseudanabaenales	Pseudanabaenaceae	Pseudanabaena		redekei	
